//
// Dialogue that is not race-specific
//

DIPLO_TECH_REQUEST_MENU_01   | Какъв тип технология ви интересува?
ACCEPT_PACT_01             | [my_nameTitle] [my_name] се съгласява с предложения от вас Пакт за ненападение. Както е написано, така ще бъде направено!
ACCEPT_PACT_01             | В такъв случай сме съгласни. Стига да не атакувате нашите колонии, [my_empire] ще спазва Пакта за ненападение.

BREAK_ALLIANCE_01          | [my_empire] вече не може да поддържа съюз с [your_empire].
ANNOUNCE_ALLIANCE_01       | В годината [year] [my_empire] и [your_empire] се съгласяват да се създаде съюз, в който нито един от двата няма да атакува флотите или колониите на другия.
ANNOUNCE_ALLIANCE_01       | Така че нашият съюз е подправен. Вашите кораби могат да посещават нашите колонии, както желаете, и да получават гориво от нашите бази.
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] приветства съюз с нашия добър приятел, [your_nameTitle] [your_name].
ACCEPT_ALLIANCE_01         | [my_empire] и [your_empire] днес сключваме съюз между нашите народи. Смърт на нашите врагове!
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] вижда мъдростта в Съюз с [your_empire]. Нека го бъде!

OFFER_JOINT_WAR_01         | Дойде времето за [your_empire] и [my_empire] да се обединим във война срещу [other_race].
ACCEPT_JOINT_WAR_01        | [other_empire] трябва да падне пред комбинираната мощ на [my_empire] и [your_empire].
ACCEPT_JOINT_WAR_01        | С [my_race] И [your_race] в съюз, [other_race] няма да оцелеят дълго.
ACCEPT_JOINT_WAR_01        | В годината [year], [my_empire] и [your_empire] обединяваме сили, за да оттървем  галактиката от [other_race] напаст.
COUNTER_JOINT_WAR_01       | Ние ще се присъединим към вас във вашата война срещу [other_empire] в замяна на следното възнаграждение:
RESPOND_CLOSE_EMBASSY_01   | Така да бъде. Няма да има повече дискусии между нашите империи.

RESPOND_BREAK_TRADE_01     | Ще запомним това.
RESPOND_BREAK_TRADE_01     | Значи, [your_nameTitle] [your_name], не можеш да спазиш думата си. Няма да забравим това.

RESPOND_BREAK_PACT_01      | Ще надпишем думите на вашите нарушени договори върху вашия надгробен камък, [your_nameTitle] [your_name].
RESPOND_BREAK_PACT_01      | [your_empire] ще се разпадне под тежестта на собствените си нарушени обещания.

RESPOND_BREAK_ALLIANCE_01  | Вие нарушихте споразумението. Съюзът е развален.
RESPOND_BREAK_ALLIANCE_01  | Много добре. Показахте вашите лъжливи намерения. Съюзът е развален.
RESPOND_BREAK_ALLIANCE_01  | Ние нямаме нужда от договори, които не са спазени. Съюзът е развален.
RESPOND_BREAK_ALLIANCE_01  | Така да бъде. Съюзът е развален.
