//
// Dialogue that is not race-specific
//

DIPLO_TECH_REQUEST_MENU_01   | Per che tipo di tecnologia si interessa?
DECLINE_TECH_TRADE_01      | Lei non ha una tecnologia che ci interessi.
DECLINE_TECH_TRADE_01      | Non abbiamo bisogno dei giocattoli [your_race_pluralnounof].
DECLINE_TECH_TRADE_01      | Le vostre invenzioni primitive non ci interessano.
DECLINE_TECH_TRADE_01      | [my_race_pluralnoun] sono ben oltre la sua tecnologia. 
DECLINE_TECH_TRADE_01      | [your_nameTitle] [your_name], abbiamo poco bisogno di ciò che i vostre scienziati ci offrono.
DECLINE_TECH_TRADE_01      | [my_nameTitle] [my_name] vede poco interesse nella vostra tecnologia.

OFFER_TECH_EXCHANGE_01     | [your_empire] ha un grande bisogno della sua tecnologia [tech]. Forse è disposto a scambiarlo con parte della nostra tecnologia.
OFFER_TECH_EXCHANGE_01     | [your_empire] sa che Lei ha imparato i segreti della [tech]. Possiamo offrirLe in cambio parte della nostra tecnologia?
OFFER_TECH_EXCHANGE_01     | [your_nameTitle] [your_name] [your_empireof] desidera il segreto della tecnologia [tech]. Lo scambierebbe con una delle nostre anticipazioni?
OFFER_TECH_EXCHANGE_01     | [your_race_pluralnoun] sono sbalorditi dalle meraviglie scientifiche di [tech]. Cosa possiamo offrirLe per il suo segreto?

ACCEPT_TECH_EXCHANGE_01    | Molto bene. [my_nameTitle] [my_name] accetta di scambiare i meravigliosi segreti [my_racea_pluraladjec] di [techGiven] per la tecnologia [techReceived].
ACCEPT_FINANCIAL_AID_01    | [my_nameTitle] [my_name] accetta il suo dono di [amt] BC.
ACCEPT_TECHNOLOGY_AID_01   | [my_nameTitle] [my_name] accetta il suo dono di [tech].

BREAK_TRADE_01             | I cittadini [my_race_pluraladjec]  non hanno più desiderio per i beni di scambio [your_empireof].
ANNOUNCE_TRADE_01          | A partire di [year], [my_empire] e [your_empire] concordano di scambiare [amt] BC all'anno.

ANNOUNCE_PEACE_01          | Nell'anno [year] gli imperi [my_raceadjec] e [your_raceadjec] accettano di porre fine a tutte le ostilità.
ANNOUNCE_PEACE_01          | [my_nameTitle] [my_name] con la presente ordina la fine di tutte le ostilità tra i nostri imperi.
ACCEPT_PEACE_01            | Siamo d'accordo che è giunto il momento di porre fine al nostro meschino battibecco.
ACCEPT_PEACE_01            | Accettiamo la sua offerta di pace. Cessi il fuoco sulle forze [my_race_pluraladjecF] e smetteremo di attaccare le vostre.
ACCEPT_PEACE_01            | Ci stanchiamo di questa distruzione insensata. [my_empire] accetta la vostra offerta di pace.

BREAK_PACT_01              | Un avvertimento all'[your_empire] da [my_race_pluralnoun]: il nostro Patto di non aggressione è rotto!
ANNOUNCE_PACT_01           | Nell'anno [year] [my_empire] si impegna ad aderire a un patto di non aggressione e a non attaccare le flotte [your_race_pluraladjecF] a meno che non orbitino attorno a una delle nostre colonie.
ACCEPT_PACT_01             | L'[my_empire] accetta un patto di non aggressione. Nessuna delle parti attaccherà le flotte dell'altra, a meno che non entrino nell'orbita di una colonia avversaria.
ACCEPT_PACT_01             | Se accetta di non inviare navi a nessuna delle nostre colonie, il popolo [my_race_pluraladjec] giura di non attaccare nessuna delle vostre navi.
ACCEPT_PACT_01             | [my_nameTitle] [my_name] accetta la vostra proposta di Patto di non aggressione. Così è scritto, così sarà fatto!
ACCEPT_PACT_01             | D'accordo, allora. Finché non attaccherete le nostre colonie, [my_empire] rispetterà il Patto di non aggressione.

BREAK_ALLIANCE_01          | [my_empire] non può più mantenere un'Alleanza con [your_empire].
ANNOUNCE_ALLIANCE_01       | Nell'anno [year] [my_empire] e [your_empire] concordano di formare un'alleanza in cui nessuno dei due attaccherà le flotte o le colonie dell'altro.
ANNOUNCE_ALLIANCE_01       | Quindi la nostra Alleanza è forgiata. Le sue navi possono visitare le nostre colonie come desidera e ottenere carburante dalle nostre basi.
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] accoglie un'Alleanza con il nostro buon amico, [your_nameTitle] [your_name].
ACCEPT_ALLIANCE_01         | [my_empire] e [your_empire] oggi forgiano un'Alleanza tra i nostri popoli. Morte ai nostri nemici!
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] vede la saggezza in un'Alleanza con [your_empire]. Così sia!

OFFER_JOINT_WAR_01         | È giunto il momento per [your_empire] e [my_empire] di unirsi in guerra contro [other_race_pluralnoun].
ACCEPT_JOINT_WAR_01        | [other_empire] deve cadere davanti alla potenza combinata [my_empireof] e [your_empireof].
ACCEPT_JOINT_WAR_01        | Con [my_race_pluralnoun] ae [your_race_pluralnoun] alleati, [other_race_pluralnoun] non dureranno a lungo.
ACCEPT_JOINT_WAR_01        | Nell'anno [year], [my_empire] e [your_empire] uniscono le forze per liberare la galassia dalla minaccia [other_race_pluralnounof].
COUNTER_JOINT_WAR_01       | Ci uniremo a te nella tua guerra contro [other_empire] in cambio del seguente risarcimento:
RESPOND_CLOSE_EMBASSY_01   | Così sia. Non ci saranno più discussioni tra i nostri imperi.

RESPOND_BREAK_TRADE_01     | Lo ricorderemo.
RESPOND_BREAK_TRADE_01     | Allora, [your_nameTitle] [your_name], non puo mantenere la sua parola. Non lo dimenticheremo.

RESPOND_BREAK_PACT_01      | Scriveremo le parole dei vostri trattati infranti sulla Sua lapide, [your_nameTitle] [your_name].
RESPOND_BREAK_PACT_01      | [your_empire] crollerà sotto il peso delle sue stesse promesse non mantenute.

RESPOND_BREAK_ALLIANCE_01  | Ha disonorato l'accordo. L'alleanza è rotta.
RESPOND_BREAK_ALLIANCE_01  | Molto bene. Le sue intenzioni inaffidabili si sono mostrate. L'alleanza è rotta.
RESPOND_BREAK_ALLIANCE_01  | Abbiamo poco bisogno di trattati che non siano onorati. L'alleanza è rotta.
RESPOND_BREAK_ALLIANCE_01  | Così sia. L'alleanza è rotta.
