//  CONTROLENV_6_BRIEF and CONTROLENV_6_NAME readjust the size, please

//
// Armor techs
// 
ARMOR_0_NAME     | Титанова Броня
CONTROLENV_2_DETAIL  | Дозволяє колонізацію тундрових і більш придатних планет.

CONTROLENV_3_NAME    | Адаптація Загиблого Середовища
CONTROLENV_3_ITEM    | Колоніальна База Загиблих Планет
CONTROLENV_3_BRIEF   | Дозволяє колонізацію загиблих планет
CONTROLENV_3_DETAIL  | Дозволяє колонізацію загиблих і більш придатних планет.

CONTROLENV_4_NAME    | Адаптація Пекельного Середовища
CONTROLENV_4_ITEM    | Колоніальна База Пекельних Планет
CONTROLENV_4_BRIEF   | Дозволяє колонізацію пекельних планет
CONTROLENV_4_DETAIL  | Дозволяє колонізацію пекельних і більш придатних планет.

CONTROLENV_5_NAME    | Адаптація Токсичного Середовища
CONTROLENV_5_ITEM    | Колоніальна База Токсичних Планет
CONTROLENV_5_BRIEF   | Дозволяє колонізацію токсичних планет
CONTROLENV_5_DETAIL  | Дозволяє колонізацію токсичних і більш придатних планет.

CONTROLENV_6_NAME    | Адаптація Радіоактивного Середовища
CONTROLENV_6_ITEM    | Колоніальна База Радіоактивних Планет
CONTROLENV_6_BRIEF   | Дозволяє колонізацію радіоактивних планет
CONTROLENV_6_DETAIL  | Дозволяє колонізацію радіоактивних і більш придатних планет.


//
// Deflector Shield tech
//
// this is the entry on Ship Design for selecting no deflector shield
DEFLECTOR_0_NAME      | 
DEFLECTOR_0_ITEM      |   
DEFLECTOR_0_BRIEF     |  
DEFLECTOR_0_DETAIL    | 

DEFLECTOR_1_NAME      | Дефлекторні Щити Першого Класу
DEFLECTOR_1_ITEM      | Щит I
DEFLECTOR_1_BRIEF     | Відхиляє 1 О.У.
DEFLECTOR_1_DETAIL    | Відхиляє 1 очко уражень від усіх атак.

DEFLECTOR_2_NAME      | Дефлекторні Щити Другого Класу
DEFLECTOR_2_ITEM      | Щит II
DEFLECTOR_2_BRIEF     | Відхиляє 2 О.У.
DEFLECTOR_2_DETAIL    | Відхиляє 2 очки уражень від усіх атак.

DEFLECTOR_3_NAME      | Дефлекторні Щити Третього Класу
DEFLECTOR_3_ITEM      | Щит III
DEFLECTOR_3_BRIEF     | Відхиляє 3 О.У.
DEFLECTOR_3_DETAIL    | Відхиляє 3 очки уражень від усіх атак.

DEFLECTOR_4_NAME      | Дефлекторні Щити Четвертого Класу
DEFLECTOR_4_ITEM      | Щит IV
DEFLECTOR_4_BRIEF     | Відхиляє 4 О.У.
DEFLECTOR_4_DETAIL    | Відхиляє 4 очки уражень від усіх атак.

DEFLECTOR_5_NAME      | Дефлекторні Щити П'ятого Класу
DEFLECTOR_5_ITEM      | Щит V
DEFLECTOR_5_BRIEF     | Відхиляє 5 О.У.
DEFLECTOR_5_DETAIL    | Відхиляє 5 очок уражень від усіх атак.

DEFLECTOR_6_NAME      | Дефлекторні Щити Шостого Класу
DEFLECTOR_6_ITEM      | Щит VI
DEFLECTOR_6_BRIEF     | Відхиляє 6 О.У.
DEFLECTOR_6_DETAIL    | Відхиляє 6 очок уражень від усіх атак.

DEFLECTOR_7_NAME      | Дефлекторні Щити Сьомого Класу
DEFLECTOR_7_ITEM      | Щит VII
DEFLECTOR_7_BRIEF     | Відхиляє 7 О.У.
DEFLECTOR_7_DETAIL    | Відхиляє 7 очок уражень від усіх атак.

DEFLECTOR_8_NAME      | Дефлекторні Щити Дев'ятого Класу
DEFLECTOR_8_ITEM      | Щит IX
DEFLECTOR_8_BRIEF     | Відхиляє 9 О.У.
DEFLECTOR_8_DETAIL    | Відхиляє 9 очок уражень від усіх атак.

DEFLECTOR_9_NAME      | Дефлекторні Щити Одинадцятого Класу
DEFLECTOR_9_ITEM      | Щит XI
DEFLECTOR_9_BRIEF     | Відхиляє 11 О.У.
DEFLECTOR_9_DETAIL    | Відхиляє 11 очок уражень від усіх атак.

DEFLECTOR_10_NAME     | Дефлекторні Щити Тринадцятого Класу
DEFLECTOR_10_ITEM     | Щит XIII
DEFLECTOR_10_BRIEF    | Відхиляє 13 О.У.
DEFLECTOR_10_DETAIL   | Відхиляє 13 очок уражень від усіх атак.

DEFLECTOR_11_NAME     | Дефлекторні Щити П'ятнадцятого Класу
DEFLECTOR_11_ITEM     | Щит XV
DEFLECTOR_11_BRIEF    | Відхиляє 15 О.У.
DEFLECTOR_11_DETAIL   | Відхиляє 15 очок уражень від усіх атак.


//
// Displacement tech
//
DISPLACEMENT_0_NAME   | Пристрій Зсуву
DISPLACEMENT_0_BRIEF  | Третина усіх ворожих атак промахується
DISPLACEMENT_0_DETAIL | Технологія зсуву дозволяє кораблю періодично скакати в гіперпростір, уникаючи третини усіх атак ворога.


//
// ECM JAMMER tech
//
// this is the entry on Ship Design for selecting no ECM ЕМІ
ECMJAMMER_0_NAME      | 
ECMJAMMER_0_ITEM      | 
ECMJAMMER_0_BRIEF     | Захист від ракет 0
ECMJAMMER_0_DETAIL    | 

ECMJAMMER_1_NAME      | Глушник "ЕМІ" I
ECMJAMMER_1_ITEM      | ЕМІ I
ECMJAMMER_1_BRIEF     | Захист від ракет 1
ECMJAMMER_1_DETAIL    | Додає 1 рівень до захисту проти ворожих ракетних атак.

ECMJAMMER_2_NAME      | Глушник "ЕМІ" II
ECMJAMMER_2_ITEM      | ЕМІ II
ECMJAMMER_2_BRIEF     | Захист від ракет 2
ECMJAMMER_2_DETAIL    | Додає 2 рівні до захисту проти ворожих ракетних атак. 

ECMJAMMER_3_NAME      | Глушник "ЕМІ" III
ECMJAMMER_3_ITEM      | ЕМІ III
ECMJAMMER_3_BRIEF     | Захист від ракет 3
ECMJAMMER_3_DETAIL    | Додає 3 рівні до захисту проти ворожих ракетних атак.

ECMJAMMER_4_NAME      | Глушник "ЕМІ" IV
ECMJAMMER_4_ITEM      | ЕМІ IV
ECMJAMMER_4_BRIEF     | Захист від ракет 4
ECMJAMMER_4_DETAIL    | Додає 4 рівні до захисту проти ворожих ракетних атак.

ECMJAMMER_5_NAME      | Глушник "ЕМІ" V
ECMJAMMER_5_ITEM      | ЕМІ V
ECMJAMMER_5_BRIEF     | Захист від ракет 5
ECMJAMMER_5_DETAIL    | Додає 5 рівні до захисту проти ворожих ракетних атак.

ECMJAMMER_6_NAME      | Глушник "ЕМІ" VI
ECMJAMMER_6_ITEM      | ЕМІ VI
ECMJAMMER_6_BRIEF     | Захист від ракет 6
ECMJAMMER_6_DETAIL    | Додає 6 рівні до захисту проти ворожих ракетних атак.

ECMJAMMER_7_NAME      | Глушник "ЕМІ" VII
ECMJAMMER_7_ITEM      | ЕМІ VII
ECMJAMMER_7_BRIEF     | Захист від ракет 7
ECMJAMMER_7_DETAIL    | Додає 7 рівні до захисту проти ворожих ракетних атак.

ECMJAMMER_8_NAME      | Глушник "ЕМІ" VIII
ECMJAMMER_8_ITEM      | ЕМІ VIII
ECMJAMMER_8_BRIEF     | Захист від ракет 8
ECMJAMMER_8_DETAIL    | Додає 8 рівні до захисту проти ворожих ракетних атак.

ECMJAMMER_9_NAME      | Глушник "ЕМІ" IX
ECMJAMMER_9_ITEM      | ЕМІ IX
ECMJAMMER_9_BRIEF     | Захист від ракет 9
ECMJAMMER_9_DETAIL    | Додає 9 рівні до захисту проти ворожих ракетних атак.

ECMJAMMER_10_NAME     | Глушник "ЕМІ" X
ECMJAMMER_10_ITEM     | ЕМІ X
ECMJAMMER_10_BRIEF    | Захист від ракет 10
ECMJAMMER_10_DETAIL   | Додає 10 рівні до захисту проти ворожих ракетних атак.


//
// Ecological Restoration techs
//
ECORESTORATION_0_NAME   | Екологічне Відновлення
ECORESTORATION_0_DETAIL | Ліквідує 2 одиниці промислових відходів за 1 Б.К.

ECORESTORATION_1_NAME   | Покращене Екологічне Відновлення
ECORESTORATION_1_DETAIL | Ліквідує 3 одиниці промислових відходів за 1 Б.К.

ECORESTORATION_2_NAME   | Посилене Екологічне Відновлення
ECORESTORATION_2_DETAIL | Ліквідує 5 одиниць промислових відходів за 1 Б.К.

ECORESTORATION_3_NAME   | Передове Екологічне Відновлення
ECORESTORATION_3_DETAIL | Ліквідує 10 одиниць промислових відходів за 1 Б.К.

ECORESTORATION_4_NAME   | Найповніше Екологічне відновлення
ECORESTORATION_4_DETAIL | Ліквідує 20 одиниць промислових відходів за 1 Б.К.


//
// Energy Pulsar techs
//
PULSAR_0_NAME     | Енергетичний Пульсар
PULSAR_0_BRIEF    | Завдає 1-5 О.У. навколо себе
PULSAR_0_DETAIL   | Потужна модифікація двигуна, яка генерує раптовий сферичний сплеск енергії, вражаючи всі навколишні ворожі кораблі, завдаючи до 5 очок уражень: +1 за кожні два кораблі.

PULSAR_1_NAME     | Іонний Пульсар
PULSAR_1_BRIEF    | Завдає 2-10 О.У. навколо себе
PULSAR_1_DETAIL   | Потужна модифікація двигуна, яка генерує раптовий сферичний сплеск енергії, вражаючи всі навколишні ворожі кораблі, завдаючи до 10 очок уражень: +1 за кожен корабель.


//
// Engine techs
//
ENGINE_0_NAME    | Двигун Внутрішнього Згорання
ENGINE_0_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до першого класу.
ENGINE_0_ITEM    | ДВЗ
ENGINE_0_ITEM2   | Двигун I класу
ENGINE_0_BRIEF   | Варп 1  Оборона: %1
ENGINE_0_BRIEF2  | Бойова Швидкість: %1

ENGINE_1_NAME    | Ядерний Ракетний Двигун
ENGINE_1_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до другого класу.
ENGINE_1_ITEM    | ЯРД
ENGINE_1_ITEM2   | Двигун II класу
ENGINE_1_BRIEF   | Варп 2  Оборона: %1
ENGINE_1_BRIEF2  | Бойова Швидкість: %1

ENGINE_2_NAME    | Двигун Колосвітових Швидкостей
ENGINE_2_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до третього класу.
ENGINE_2_ITEM    | ДКШ
ENGINE_2_ITEM2   | Двигун III класу
ENGINE_2_BRIEF   | Варп 3  Оборона: %1
ENGINE_2_BRIEF2  | Бойова Швидкість: %1

ENGINE_3_NAME    | Дифузійний Двигун
ENGINE_3_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до четвертого класу.
ENGINE_3_ITEM    | ДД
ENGINE_3_ITEM2   | Двигун IV класу
ENGINE_3_BRIEF   | Варп 4  Оборона: %1
ENGINE_3_BRIEF2  | Бойова Швидкість: %1

ENGINE_4_NAME    | Імпульсний Двигун
ENGINE_4_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до п'ятого класу.
ENGINE_4_ITEM    | IД
ENGINE_4_ITEM2   | Двигун V класу
ENGINE_4_BRIEF   | Варп 5  Оборона: %1
ENGINE_4_BRIEF2  | Бойова Швидкість: %1

ENGINE_5_NAME    | Іонний Двигун
ENGINE_5_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до шостого класу.
ENGINE_5_ITEM    | ІОД
ENGINE_5_ITEM2   | Двигун VI класу
ENGINE_5_BRIEF   | Варп 6  Оборона: %1
ENGINE_5_BRIEF2  | Бойова Швидкість: %1

ENGINE_6_NAME    | Антиречовий Двигун
ENGINE_6_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до сьомого класу.
ENGINE_6_ITEM    | АД
ENGINE_6_ITEM2   | Двигун VII класу
ENGINE_6_BRIEF   | Варп 7  Оборона: %1
ENGINE_6_BRIEF2  | Бойова Швидкість: %1

ENGINE_7_NAME    | Міжфазний Двигун
ENGINE_7_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до восьмого класу.
ENGINE_7_ITEM    | МД
ENGINE_7_ITEM2   | Двигун VIII класу
ENGINE_7_BRIEF   | Варп 8  Оборона: %1
ENGINE_7_BRIEF2  | Бойова Швидкість: %1

ENGINE_8_NAME    | Надсвітловий Двигун
ENGINE_8_DETAIL  | Переміщує кораблі зі швидкістю Варп %1 та збільшує бойову маневреність до дев'ятого класу.
ENGINE_8_ITEM    | НСД
ENGINE_8_ITEM2   | Двигун IX класу
ENGINE_8_BRIEF   | Варп 9  Оборона: %1
ENGINE_8_BRIEF2  | Бойова Швидкість: %1


//
// Fuel Range techs
//
FUELRANGE_0_NAME   | Паливні Танки
FUELRANGE_0_DETAIL | Запаси палива дозволяють космічним кораблям рухатись до %1 світлових років від колонізованих планет.

FUELRANGE_1_NAME   | Гідрогенні Танки Запасу
FUELRANGE_1_DETAIL | Запаси палива дозволяють космічним кораблям рухатись до %1 світлових років від колонізованих планет.

FUELRANGE_2_NAME   | Дейтерієвий Паливний Елемент
FUELRANGE_2_DETAIL | Запаси палива дозволяють космічним кораблям рухатись до %1 світлових років від колонізованих планет.

FUELRANGE_3_NAME   | Ірідієвий Паливний Елемент
FUELRANGE_3_DETAIL | Запаси палива дозволяють космічним кораблям рухатись до %1 світлових років від колонізованих планет.

FUELRANGE_4_NAME   | Доломитові Кришталі
FUELRANGE_4_DETAIL | Запаси палива дозволяють космічним кораблям рухатись до %1 світлових років від колонізованих планет.

FUELRANGE_5_NAME   | Атаксидова Суміш
FUELRANGE_5_DETAIL | Запаси палива дозволяють космічним кораблям рухатись до %1 світлових років від колонізованих планет.

FUELRANGE_6_NAME   | Паливний Елемент Аегира
FUELRANGE_6_DETAIL | Запаси палива дозволяють космічним кораблям рухатись до %1 світлових років від колонізованих планет.

FUELRANGE_7_NAME   | Трилітіумні Кришталі
FUELRANGE_7_DETAIL | Запаси палива дозволяють космічним кораблям рухатись до %1 світлових років від колонізованих планет.

FUELRANGE_8_NAME   | Самозарядний Паливний Елемент із Торію
FUELRANGE_8_DETAIL | Запаси палива дозволяють космічним кораблям рухатись на будь-яку відстань.


//
// Future Computer techs
//
FUTURECOMP_0_NAME    | Комп'ютер Майбутнього I
FUTURECOMP_0_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_1_NAME    | Комп'ютер Майбутнього II
FUTURECOMP_1_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_2_NAME    | Комп'ютер Майбутнього III
FUTURECOMP_2_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_3_NAME    | Комп'ютер Майбутнього IV
FUTURECOMP_3_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_4_NAME    | Комп'ютер Майбутнього V
FUTURECOMP_4_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_5_NAME    | Комп'ютер Майбутнього VI
FUTURECOMP_5_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_6_NAME    | Комп'ютер Майбутнього VII
FUTURECOMP_6_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_7_NAME    | Комп'ютер Майбутнього VIII
FUTURECOMP_7_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_8_NAME    | Комп'ютер Майбутнього IX
FUTURECOMP_8_DETAIL  | Загальні вдосконалення комп'ютерних технологій.

FUTURECOMP_9_NAME    | Комп'ютер Майбутнього X
FUTURECOMP_9_DETAIL  | Загальні вдосконалення комп'ютерних технологій. 


//
// Future Construction techs
//
FUTURECONST_0_NAME    | Будівництво Майбутнього I
FUTURECONST_0_DETAIL  | Загальні вдосконалення будівельних технологій.

FUTURECONST_1_NAME    | Будівництво Майбутнього II
FUTURECONST_1_DETAIL  | Загальні вдосконалення будівельних технологій.

FUTURECONST_2_NAME    | Будівництво Майбутнього III
FUTURECONST_2_DETAIL  | Загальні вдосконалення будівельних технологій.

FUTURECONST_3_NAME    | Будівництво Майбутнього IV
FUTURECONST_3_DETAIL  | Загальні вдосконалення будівельних технологій.

FUTURECONST_4_NAME    | Будівництво Майбутнього V
FUTURECONST_4_DETAIL  | Загальні вдосконалення будівельних технологій.

FUTURECONST_5_NAME    | Будівництво Майбутнього VI
FUTURECONST_5_DETAIL  | Загальні вдосконалення будівельних технологій.

FUTURECONST_6_NAME    | Будівництво Майбутнього VII
FUTURECONST_6_DETAIL  | Загальні вдосконалення будівельних технологій.

FUTURECONST_7_NAME    | Будівництво Майбутнього VIII
FUTURECONST_7_DETAIL  | Загальні вдосконалення будівельних технологій.

FUTURECONST_8_NAME    | Будівництво Майбутнього IX
FUTURECONST_8_DETAIL  | Загальні вдосконалення будівельних технологій.

