// race-specific variables (must start with _)
_empire                           | Vadkán Klán, Purzsán Klán, Mjúcsán Klán, Karomkán Klán, Dorombozsán Klán
GAME_OVER_MILITARY_LOSS2          | A becsben tartott kincseid most szabadon elvihetők...#A Kánság portyázóinak félelmetes flottája, amely fantomvillámként csapott le egykor egész civilizációkra elkezdett félni attól, hogy túl messzire utazzon otthonunktól. A csúcson egész civilizációk gazdagságát koboztad el és hozzáadtad azokat a világok százairól származó ereklyéket tartalmazó kincstárunkhoz. De úgy tűnik, hogy az ostobaság, arrogancia, kapzsiság vagy ezek valamilyen kombinációja révén a néped végre rátalált arra az ellenségekre, akik többnek bizonyulnak, mint amennyit elbírnak. És amikor ezek az ellenségek támadásba lendültek, te tehetetlen voltál megakadályozni azt a sorsot, amely most rád sújtott.#Egy közelgő Vadkán flottáról szóló puszta pletyka egykor egész csillagrendszereket félelembe borzongtatott. Most a népedet eltűntették ebből a galaxisból és csak azok a szellemtörténetek maradtak, amelyekkel a győztesek gyermekeit ijesztgetik, hogy jobban viselkedjenek. És értékes kincseidet, amelyeket oly sok világból vettünk el, ellopták, és gazdag otthonokba és múzeumokba helyezték: immár a távoli múlt emlékei, akárcsak a néped...
GAME_OVER_MILITARY_WIN2           | A galaxis összes kincse várja, hogy megkaparintsd!#Ezen az éjszakán szülővilágod egész felszíne üvöltésben tör ki, ünnepelve néped teljes győzelmét. Mert ez az éjszaka annak az új korszaknak az első napja, amelyben a Vadkán Kánságok egyedül uralják a galaxist. Ami egykor a zsákmány és a hírnév egyszerű rátöréseiként indult, egy teljes méretű hadjárattá vált, amely bolygókra, csillagrendszerekre, és végül az ismert galaxis egészére kiterjedt. Minden esélyt kihasználva és minden kihívót legyűrve, az összes többi birodalom az elsöprő vadságod és hatalmad súlya alá került.#Mivel a gyengébb riválisaink sorra estek mancsaink által, néped nem látta szükségét szövetségesekre. Kikerülve a politikai összefonódásokat és a diplomácia siralmas fáradalmait, bevetted az utolsó ellenünk szegülő erődöket is és az ezernyi világ zsákmánya most a tiéd. És ha ez a galaxis mindent megad neked, amije van, jaj azoknak, akik a még túlontúli csillagokban laknak. Megrendülnek jöveteledkor, és az ő zsákmányuk is a tied lesz, bármibe is kerül...
GAME_OVER_MILITARY_ALLIANCE_WIN2  | E galaxis zsákmánya neked és szövetségeseidnek jár...#Rajtaütéseid végre mérhetetlenül értékes, csillogó gyümölcsöket hoztak. A diplomácia felé tett első léptékeinktől kezdve nyilvánvalóvá vált, hogy büszke kultúránk soha nem tudna békésen együtt élni azokkal, akik ilyen csodálatos kincseket őriznek anélkül, hogy megvédhetnék őket. Tudtad, hogy a háborúk elkerülhetetlenek lesznek. De meglepő módon olyanokat találtál az űr mélyén, akiknek nemcsak erejük volt megvédeni a saját zsákmányukat, hanem az érdekük is megvolt, hogy a saját ládájuk tartalmát gyarapítsák.#Te és szövetségeseid együtt vívtatok háborúkat, amelyekről legendákban regélnek majd egészen az idők végezetéig. Hódításokban és gazdagságban egyaránt részesedtél. Miközben gyenge ellenségeid testei megtörve hevernek a jövő felé vezető úton, csak fel kell osztanod a zsákmányt és élvezkedhetsz a győzelem izgalmában. De egy figyelmeztetés neked, Arany Kán: bármennyire is kitartóan harcoltak melletted a szövetségeseid, az aranyra vágyók a barátaikra vethetik a tekintetüket, amikor már nem marad ragyogó kincsű ellenség...
GAME_OVER_COUNCIL_LOSS2           | Portyázásaid és életmódod hirtelen véget értek...#A néped kultúráját fenyegető legnagyobb veszély végtül megvalósult. Az űrkutatás és a csillaghódítás számtalan éve után a galaxist alkotó különböző birodalmak úgy döntöttek, hogy felhagynak a múlt viszályaival, és egyesülnek egy együttműködő együttélésben, amelyet Új Köztársaságnak hívnak. És mivel minden új korszak új vezetőket érdemel, a Galaktikus Tanács kiválasztott egyet, aki elvezeti őket ebbe az új korszakba. A lényeg, hogy nem téged választottak.#Bár mindent megtettél a diplomáciai törekvéseidben, a harmonikus együttélés soha nem volt néped erőssége. Az állandó rajtaütésekből eredő bizalmatlanság és az általuk ejtett régi sebek miatt visszavonhatatlanul megromlott a diplomáciai pozíciónk a tanácsban. Mivel a galaxis egyesülése immár bizonyos, reménytelen elkerülni a kincsekért és dicsőségért folytatott portyázásink befejezését. A népednek alkalmazkodnia kell ehhez az új korszakhoz, vagy bele kell halnia a próbálkozásba...
GAME_OVER_REBELLION_LOSS2         | A becsben tartott kincseid most szabadon elvihetők...#A néped azon napjai, amikor fosztogatták e galaxis legcsodálatosabb kincseit, véget értek. Az Új Köztársaság megalakulásával és a galaxis egyesülésével [leader_race_whose_prefix_lowercase] faj zászlaja alatt tudtad, hogy néped kultúrájának szent rítusai kudarcra vannak ítélve, ha nem lázadtok fel ennek a félrevezetett új korszaknak az eljövetele ellen. Viszont, akár az új gazdájuk iránti vak engedelmességből, akár a népedtől és a galaxisban szerzett hírnevünktől való félelem miatt, egyedül küzdöttünk e lázadásban.#A riválisaid tudták, hogy nem tudnak egyedül megküzdeni a Vadkán seregeivel és győztesen távozni. Ehelyett összevonták erőforrásaikat és flottáikat, miközben vállvetve álltak a lázadásoddal szemben. Bár a néped azzal a legendás kitartással harcolt, amely félelmet keltett az egész galaxisban, sem ők, sem Te nem remélhetted, hogy felülmúljuk az Új Köztársaság egyesített erőit. Lázadásod most felettébb szerencsétlen véget ér, és a győzteseknek nem marad más hátra, mint kimérni maguknak a zsákmányt...
GAME_OVER_REBELLION_WIN2          | A galaxis összes kincse várja, hogy megkaparintsd!#Végre elkezdődött a Kánságok ideje. A feltérképezetlen galaxisba való betörésünk kezdetétől fogva űrutazó civilizációkkal találkoztunk, akik a csillagok tengerében kutatták saját céljaikat. Fejlett kultúrájuk és technológiai újításaik ellenére azonban most már mind elbuktak előtted és páratlan vadságod előtt. Eleinte több, mint elégedett lettél volna azzal ha hagyod, hogy ezek a civilizációk továbbra is létezzenek ahogy vannak, ezzel lélegzetelállító kincsek végtelen forrásait adva népednek, amelyeket portyázni lehet. Ám előbb-utóbb úgy döntöttek, hogy új szakszervezetet alapítanak, ami kétségtelenül arra törekedett, hogy megakadályozza néped az életvitele folytatásában. Így az egyetlen olyan lehetőséget választottad, amely méltó volt a szembeállók rendezésére.#A rivális birodalmak flottái elleni csatározásban bizonyított ravaszságoddal, ügyességeddel és szívósságoddal, az új galaktikus rend elleni lázadásod példaszerű győzelemmel ért véget. Világok ezreinek zsákmánya nyitva és védtelenül hever előtted, mert azokat, akik őrizték, saját kezeddel távolítottad el utadról. Vedd hát el mind, Arany Kán! Töltsd meg ládáidat és készítsd fel a néped a zsákmányozásra, amely a túlontúli galaxisokban rejlik...
GAME_OVER_REBEL_ALLIANCE_WIN2     | E galaxis zsákmánya neked és szövetségeseidnek jár...#Könnyű döntés volt felemelni zászlódat az Új Köztársaság elleni lázadásban. Tudtad, hogy a galaxis keveset gondol a népedről és életmódjukról. Ahogy a harci képességeidről és a rivális birodalmakon végrehajtott rémisztő portyáidról szóló történetek elterjedtek a galaxisban, tudtad, hogy az egyesült galaktikus rend leküzdhetetlen fenyegetést jelent majd, ha egyszer létrejön. Mint egy igazi vezér az ősi néped legendáiból, gyorsabban cselekedtél, mint ahogy azt mások sejthették volna, és nyílt háborúban támadtál az új rend ellen. És amikor meglépted e lépést, megakadályoztad ellenségeidet abban, hogy megtalálják a Kánság flottájának elnyomáséhoz szükséges támpontot.#Nagy örömödre azt tapasztaltad, hogy mások is elégedetlenek azzal a formával, amelyet a jövő elkezdett felvenni és cserébe a zsákmány kis hányadáért új szövetséget kötöttél, amely segített véglegesíteni a dominanciát a szánalmasan rosszul felkészült, ellenünk gyülekező erők felett. A riválisaid teljesen megsemmisültek, míg a szövetségeseidnek semmi esélyük sincs a hatalmaddal szemben, ha valaha is megszűnnének hasznosak lenni számodra. Már csak az van hátra, hogy magadévá tedd azt, amiért oly keményen küzdöttünk...
GAME_OVER_COUNCIL_ALLIANCE_WIN2   | Legalább a zsákmányod biztonságban lesz ebben az új korszakban...#Senkit sem sokkol, hogy a Galaktikus Tanács nem látja nagyságodat és megtagadja tőled az Új Köztársaság vezetését. Más birodalmak elleni portyáink népszerűtlenné tették népünk és kevesen hajlandóak áttekinteni a kulturális normáinkon, hogy valóban értelmes szinten megértsenek minket. Akár a naivitás, akár az őszinteség érzése révén, amely másokat is megnyert az ügyüknek, sikerült megtalálnod a közös hangot [leader_race_whose_prefix_lowercase] fajjal. Tudva, hogy ez lenne a legjobb lépés a néped számára, segítetted megválasztásukat, mint a jövő korának vezetőit.#Hálából és jóindulattal meg tudtad őrizni zsákmányod biztonságát anélkül, hogy jóvátételt kellett volna fizetned azoknak, akiktől elvetted őket - mindezt [leader_race_prefix_lowercase] szövetségeseid nagylelkűségének köszönhetően. Ennek a békének a közvetítésével vonakodva beleegyeztél a rajtaütések befejezésébe, és most új utakat kell felfedezned, amelyekkel kielégítheted néped vágyait. De ez minden bizonnyal jobb, mint az elkerülhetetlen megsemmisülés jövője, amely előreláthatóan eljött volna, ha a szövetségesed elleni lázadás mellett döntöttél volna...
GAME_OVER_COUNCIL_WIN2            | E galaxis és kincsei hozzád és csakis hozzád tartoznak!#Végre eljött néped történetének legnagyszerűbb napja: az Arany Kán az Új Köztársaság Mestere lett. A néped a kezdettől fogva rémisztő hírnevet halmozott fel maga köré, mint erőszakos portyázók. Bár a múltban sok kikiáltás hangzott el ellened, minden hang elhallgatott, ahogy a Galaktikus Tanács felismerte a leküzdhetetlen hatalmadat. Bizonyára egyes birodalmak, akik segítettek megválasztani téged, remélik, hogy igazi barátokká válhatnak népednek. Viszont te tudod, hogy azok többsége, akik érted szavaztak, csupán tette ezt, mert féltek, hogy felkelthetik a haragod. Nem is kívánnád sehogy másképp!#A mai naptól kezdve az Új Köztársaság minden birodalma adót fizet nekünk. Azért a bűnért pedig, hogy megpróbáltak szembeszállni veled a tanácsteremben, a felemelkedésed ellen szavazó birodalmak örökre ki lesznek téve néped zsákmányolásainak. Így soha többé nem lesznek képesek megkaparintani azt a hatalmat, amelyre szükségük lenne, hogy felkelhessenek ellened. A galaxis a Vadkánokhoz tartozik és az idők végezetéig alárendelve lesz a Klánságnak. Üdvösség az új kornak és üdvösség az Arany Kánnak!
GAME_OVER_COUNCIL_MILITARY_WIN2   | E galaxis zsákmánya neked és szövetségeseidnek jár...#Most már valóban elkezdődhet a dicsőséges uralmad. Néped legendás képessége a csatatéren és a szörnyű rajtaütések történetei azt eredményezték, hogy az Új Köztársaság Mesterévé váltál. De annak ellenére, hogy sokan féltek a döhőd felkeltésétől és alárendelték magukat a kívánságaidnak, még mindig voltak olyanok is, akik túl ostobák voltak ahhoz, hogy megingassa őket hatalmad megnyilvánulása. Néped alig várta, hogy birtokba vegye kincseiket és hozzáadják azokat növekvő halmaikhoz, hogy leverjék a lázadást és megszerezzék jutalmukat, ezúttal az általad irányított Új Köztársaság teljes egyesült hadseregének támogatásával.#A lázadásnak vége lett még mielőtt igazán elkezdődhetett volna, és a bitorlók seregei minimális erőfeszítéssel le lettek győzve. Összegyűjtött kincseikkel a Vadkánok megrohamozzák a maradék zsákmányt, kidobva a szemetet, hogy jutalmul adják a téged szolgáló kisebb birodalmaknak. Mivel a lázadók példaként szolgálnak arra, hogy mi történik amikor elégedetlen vagy, nincs okod azt hinni, hogy egy új rivális valaha is jelentkezni fog. Fordítsd figyelmedet most más galaxisokra, mert szerencsétlen prédákkal várják a vadászatunk és még további csillogó kincsekkel, amelyekkel bővíthetjük a gyűjteményeinket...
GAME_OVER_COUNCIL_MILITARY_LOSS2  | A becsben tartott kincseid most szabadon elvihetők...#Bár kezdetben képes voltál kihasználni a félelmet, hogy legyűrd riválisaid nézeteltéréseit és az Új Köztársaság Mesterévé válj, voltak azok, akik elég bátrak voltak és szembeszálltak veled és az általad elképzelt jövővel. Néped büszke és erős volt, számtalan portyázás zsákmányával feldíszítve, és arra vágytak, hogy friss kincseket szerezzenek egy újabb, elkerülhetetlen hódításból. De nem látták, vagy nem tudták belátni a veszélyt, amit a lázadás jelentett, és azt a végünket jelentő kitartó bátorságot sem, amelyet a lázadók szemléltettek.#Bár te felsőbbrendű létszámmal büszkélkedhetettél, mivel felhasználtad azok flottáit, akiket alávetettségre kényszerítettél, mégsem tudtad megállítani a felkelést, ami végül destabilizálta a köztársaságot és letaszított a trónról. Először az alárendeltjeid estek el, majd rövidesen a néped. Úgy tűnik, hogy végül maga a galaxis döntött az általad tervezett jövő ellen. Hiszen mi is egyetlen nép akarata, bármilyen erős is, a sors hajthatatlan kezével szemben...

// This text is the %8 variable in some of the game over text... when this race wins the game
GAME_OVER_ALLIANCE_WIN3           | a Vadkánok kincsek utáni vágya
GAME_OVER_REBELLION_LOSS3         | a Vadkánok telhetetlen kapzsisága elnyeli
