//
// Dialogue that is not race-specific
//

DIPLO_TECH_REQUEST_MENU_01   | Τι είδους τεχνολογία σας ενδιαφέρει?
DECLINE_SABOTAGE_01        | Άπαξ και σταματήσετε να σαμποτάρετε [target], μπορούμε να συζητήσουμε το θέμα εκτενέστερα.

DECLINE_BUILDUP_01         | Δεν θα συνομιλήσουμε με σας ενόσω συγκεντρώνετε σκάφη στα σύνορα μας.
DECLINE_BUILDUP_01         | Αποσύρετε  τα σκάφη σας από τα σύνορα μας και θα σκεφτούμε το αν θα αποδεχτούμε. Μέχρι τότε δεν μας ενδιαφέρει.
DECLINE_BUILDUP_01         | Τα σκάφη σας στα σύνορά μας δεν μπορούν να μας απειλήσουν. Αλλά αρνούμαστε να διαπραγματευτούμε όσο παραμένουν εκεί.
DECLINE_BUILDUP_01         | Αν θέλετε τη συνεργασία με τους [my_empire], στείλτε τα σκάφη σας να απειλήσουν άλλους, όχι εμάς.

DECLINE_ENCROACH_01        | Οι στόλοι σου παραβιάζουν διαπλανητικό χώρο των [my_race]. Απομάκρυνε τους και τότε θα μιλήσουμε.

DECLINE_SKIRMISH_01        | Επιτίθεσαι στα σκάφη μας χωρίς να έχεις προκληθεί και περιμένεις να συγκατανεύσουμε? Αρνούμαστε τις διαπραγματεύσεις.
DECLINE_SKIRMISH_01        | Δεν μπορούμε να αποδεχτούμε προσφορές από όσους επιτίθενται στους στόλους μας.
DECLINE_SKIRMISH_01        | Μόλις οι στόλοι σου σταματήσουν να επιτίθενται στους δικούς μας, θα μιλήσουμε.
DECLINE_SKIRMISH_01        | Εάν θέλεις να έχεις δοσοληψίες με τους [my_empire], άφησε τους στόλους μας ήσυχους.
DECLINE_SKIRMISH_01        | [my_nameTitle] [my_name] δεν εκτιμά καθόλου την καταστροφή των στόλων μας. Δεν κάνουμε διαπραγματεύσεις με εσάς.

DECLINE_ATTACK_01          | Η απρόκλητη επίθεση σου στο σύστημα [system] αφήνει μικρό περιθώριο διαπραγματεύσεων.
DECLINE_ATTACK_01          | Δεν έχουμε ξεχάσει την επίθεση στην αποικία [system]. Οπότε δεν υπάρχει περίπτωση να συμφωνήσουμε.

DECLINE_INVASION_01        | Ο Λαός μας δεν επιθυμεί συμφωνίες με το Χασάπη του [system]. Διορθώστε το κακό που προκαλέσατε πρώτα.
DECLINE_INVASION_01        | Το αίμα που χύθηκε στο [system] έχει πασαλείψει τα λόγια σου. Δεν μπορούμε να δεχτούμε την προσφορά.
DECLINE_INVASION_01        | Οι συγγενείς των νεκρών του [system] οδύρονται απαιτώντας αντίποινα. Ακούμε το κλάμα τους δυνατότερα από τα λόγια σου.

DECLINE_BIOWEAPONS_01      | Οι [my_race] δεν κάνουν συμφωνίες με φυλές που χρησιμοποιούν βιολογικά όπλα.
DECLINE_BIOWEAPONS_01      | Δεν θα συμφωνήσουμε ποτέ με όποιον χρησιμοποιεί βιολογικά όπλα έστω και από απελπισία.
DECLINE_BIOWEAPONS_01      | Χρησιμοποιείς όπλα που προξενούν ανείπωτη φρίκη σε αθώους λαούς. Αυτό είναι τρέλα. Αρνούμαστε να συνδιαλαγούμε.
DECLINE_BIOWEAPONS_01      | Οι θεοί αποστρέφονται όσους καταστρέφουν πλανήτες με βιολογικά όπλα. Οι [my_race] απλά δεν το επιτρέπουν
DECLINE_BIOWEAPONS_01      | Οι κραυγές όσων σκοτώθηκαν από τα βιολογικά σου όπλα μας έχουν σπάσει τα τύμπανα. Δεν μπορούμε να ακούσουμε την προσφορά σου.

DECLINE_ANNOYED_01         | Κουραστήκαμε από τις διπλωματικές διαπραγματεύσεις. Θα τις συνεχίσουμε σε ύστερη στιγμή.
DECLINE_ANNOYED_01         | Αυτές οι συζητήσεις δε βγάζουν πουθενά. Πρέπει να αποχωρήσουμε.
DECLINE_ANNOYED_01         | [my_nameTitle] [my_name] άκουσε αρκετά. Θα μιλήσουμε ξανά, αργότερα.
DECLINE_ANNOYED_01         | [your_nameTitle] [your_name], δοκιμάζεις την υπομονή μας. Ίσως θα έπρεπε να δοκιμάσεις να μας μιλήσεις ξανά, αργότερα.
DECLINE_ANNOYED_01         | Χίλια συγνώμη, [your_nameTitle] [your_name], αλλά έχω και άλλα καθήκοντα.
DECLINE_ANNOYED_01         | Έχουμε πολλά να κάνουμε και λίγο χρόνο. Πιθανώς να μπορέσουμε να μιλήσουμε αργότερα.
DECLINE_ANNOYED_01         | Οι [your_race] είναι όντα των πολλών λόγων και των λίγων πράξεων. Μας κούρασε η φλυαρία σας.
DECLINE_ANNOYED_01         | Φεύγουμε τώρα..
DECLINE_ANNOYED_01         | Να μας συγχωρείς, αλλά η ώρα μας τελείωσε.

DECLINE_TECH_TRADE_01      | Δεν έχετε τεχνολογία που να μας ενδιαφέρει.
DECLINE_TECH_TRADE_01      | Δεν έχουμε ανάγκη τα παιχνίδια σας, [your_race].
DECLINE_TECH_TRADE_01      | Οι πρωτόγονες εφευρέσεις σας δεν μας απασχολούν.
DECLINE_TECH_TRADE_01      | Οι [my_race] είναι πολύ πιο προχωρημένοι τεχνολογικά από εσάς.  
DECLINE_TECH_TRADE_01      | [your_nameTitle] [your_name], δεν έχουμε σχεδόν καθόλου ανάγκη από όλα όσα οι επιστήμονες σας προσφέρουν.
DECLINE_TECH_TRADE_01      | [my_nameTitle] [my_name] έχει ελάχιστο ενδιαφέρον για την τεχνολογία σας.

OFFER_TECH_EXCHANGE_01     | Η Αυτοκρατορία των [your_empire] έχει μεγάλη ανάγκη από την τεχνολογία σας, [tech]. Ίσως θα επιθυμούσατε να την ανταλλάξατε με κάποια δική μας?
OFFER_TECH_EXCHANGE_01     | Οι [your_empire] ξέρουν ότι έχετε μάθει τα μυστικά της τεχνολογίας, [tech]. Μπορούμε να σας προσφέρουμε κάποια τεχνολογία μας ώς αντάλλαγμα?
OFFER_TECH_EXCHANGE_01     | [your_nameTitle] [your_name] των [your_empire] επιθυμεί το μυστικό της τεχνολογίας,[tech]. Θα το ανταλλάξετε με κάποιο δικό μας τεχνολογικό επίτευγμα?
OFFER_TECH_EXCHANGE_01     | Η φυλή των [your_race] έχει μείνει άναυδη από την ανακάλυψη γνωστή ως [tech]. Τι μπορούμε να σας προσφέρουμε για το μυστικό του?
ACCEPT_TECH_EXCHANGE_01    | Πολύ καλά! [my_nameTitle] [my_name] συμφωνεί να ανταλλάξει τα θαυμαστά μυστικά της τεχνολογίας [techGiven] των [my_race]  για την τεχνολογία: [techReceived].
ACCEPT_FINANCIAL_AID_01    | [my_nameTitle] [my_name] αποδέχεται το δώρο σας [amt] ΔΙΣ.
ACCEPT_TECHNOLOGY_AID_01   | [my_nameTitle] [my_name] αποδέχεται το δώρο της τεχνολογίας σας, [tech].

BREAK_TRADE_01             | Οι πολίτες των [my_race] δεν επιθυμούν πια να εμπορεύονται αγαθά με την αυτοκρατορία των [your_empire].
ANNOUNCE_TRADE_01          | Με έναρξη το έτος [year], οι αυτοκρατορίες των[my_empire] και [your_empire] συμφωνούν να εμπορεύονται αγαθά αξίας [amt] ΔΙΣ ανά έτος.

ANNOUNCE_PEACE_01          | Αρχόμενου το έτους [year] οι λαοί των αυτοκρατοριών [my_race] και [your_race] συμφωνούν να τερματιστούν όλες οι μεταξύ τους εχθροπραξίες.
ANNOUNCE_PEACE_01          | [my_nameTitle] [my_name] διατάζει να σταματήσουν εφεξής όλες οι εχθροπραξίες μεταξύ των λαών μας.
ACCEPT_PEACE_01            | Συμφωνούμε πως έφτασε ο καιρός να σταματήσουμε τις μικροπρεπείς φιλονικίες.
ACCEPT_PEACE_01            | Δεχόμαστε την προσφορά ειρήνης που έκανες. Σταμάτα τις εχθροπραξίες εναντίον των δυνάμεων των [my_race], και θα σταματήσουμε να επιτιθέμεθα στις δικές σου.
ACCEPT_PEACE_01            | Μας έχει καταβάλλει αυτή η παράλογη καταστροφή. Η αυτοκρατορία των[my_empire] αποδέχεται την προσφορά ειρήνευσης.

BREAK_PACT_01              | Προειδοποίηση για την αυτοκρατορία των [your_empire] από τους [my_race]: το Σύμφωνο μας Μη Επιθετικότητας έχει καταργηθεί!
ANNOUNCE_PACT_01           | Κατά το έτος [year] η αυτοκρατορία των [my_empire] δεσμεύεται να τηρήσει το Συμφώνο Μη Επιθετικότητας και να μην επιτεθεί σε στόλους των [your_race] εκτός αν είναι σε τροχιά γύρω από αποικίες μας.
ACCEPT_PACT_01             | Η αυτοκρατορία [my_empire] αποδέχονται το Σύμφωνο Μη Επιθετικότητας. Καμμία πλευρά δεν θα επιτεθεί σε στόλους της άλλης, εκτός αν είναι σε τροχιά αποικιών των ενδιαφερόμενων.
ACCEPT_PACT_01             | Εάν συμφωνείς να μην στείλεις σκάφη σε καμμιά απο τις αποικίες μας, ο λαός των [my_race] υπόσχεται να μην επιτεθεί σε κανένα από τα σκάφη σου.
ACCEPT_PACT_01             | [my_nameTitle] [my_name] συμφωνεί με το προτεινόμενο Σύμφωνο Μη Επιθετικότητας. Έτσι γράφτηκε, και έτσι θα γίνει!
ACCEPT_PACT_01             | Σύμφωνοι, λοιπόν. Όσο δεν επιτίθεσαι στις αποικίες μας, η αυτοκρατορία των [my_empire] θα συμμορφωθεί με το Σύμφωνο Μη Επιθετικότητας.

BREAK_ALLIANCE_01          | Η αυτοκρατορία των [my_empire] δεν μπορεί να διατηρεί άλλο πια Συμμαχία με την αυτοκρατορία των [your_empire].
ANNOUNCE_ALLIANCE_01       | Κατά το έτος [year] οι αυτοκρατορίες των [my_empire] και [your_empire] συμφωνούν να συγκροτήσουν μια Συμμαχία κατά την οποία καμμία από τις δύο δεν θα επιτεθεί στους στόλους και τις αποικίες της άλλης.
ANNOUNCE_ALLIANCE_01       | Και έτσι η Συμμαχία μας σφυρηλατήθηκε. Τα σκάφη σας μπορούν να επισκέπτονται τις αποικίες μας κατά το δοκούν, και να ανεφοδιάζονται από τις βάσεις μας.
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name]καλωσορίζει τη συμμαχία με προσφιλή [your_nameTitle], [your_name].
ACCEPT_ALLIANCE_01         | Οι αυτοκρατορίες των [my_empire] και [your_empire] σήμερα ενώνονται σε μια συμμαχία μεταξύ των φυλών μας. Θάνατος στους εχθρούς μας!
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] βλέπει την σύναψη συμμαχίας με την αυτοκρατορία των [your_empire], ως σοφή κίνηση. Ας γίνει έτσι!

OFFER_JOINT_WAR_01         | Έφτασε η ώρα για τις αυτοκρατορίες των [your_empire] και [my_empire] να συμμαχήσουν σε πόλεμο εναντίων των [other_race].
ACCEPT_JOINT_WAR_01        | Η αυτοκρατορία των [other_empire] πρέπει να καταπέσει ενώπιον της συνδυασμένης δύναμης των [my_empire] και [your_empire].
ACCEPT_JOINT_WAR_01        | Με τους [my_race] και [your_race] να είναι σύμμαχοι, οι [other_race] δεν πρόκειται να αντέξουν για πολύ.
ACCEPT_JOINT_WAR_01        | Κατά το έτος [year], οι αυτοκρατορίες των [my_empire] και [your_empire] συνασπίζονται για να απαλλάξουν το γαλαξία από την απειλή των[other_race].
COUNTER_JOINT_WAR_01       | Θα ενώσουμε τις δυνάμεις μας με τις δικές σου στον πόλεμο σου εναντίον των [other_empire] ως αντάλλαγμα για το ακόλουθο τίμημα:
RESPOND_CLOSE_EMBASSY_01   | Ας γίνει έτσι. Δεν θα υπάρξουν περαιτέρω συνομιλίες μεταξύ των αυτοκρατοριών μας.

RESPOND_BREAK_TRADE_01     | Θα το θυμόμαστε αυτό.
RESPOND_BREAK_TRADE_01     | Ώστε έτσι λοιπόν, [your_nameTitle] [your_name], ΔΕΝ μπορείς να κρατήσεις το λόγο σου.. Δεν θα το ξεχάσουμε αυτό.

RESPOND_BREAK_PACT_01      | Θα χαράξουμε τις λέξεις των σπασμένων συνθηκών σου πάνω στην ταφόπλακά σου, [your_nameTitle] [your_name].
RESPOND_BREAK_PACT_01      | Η Αυτοκρατορία των [your_empire] θα θρυμματιστεί υπό το βάρος των αθετημένων της υποσχέσεων.

RESPOND_BREAK_ALLIANCE_01  | Ατίμασες τη συμφωνία. Η Συμμαχία τερματίστηκε.
RESPOND_BREAK_ALLIANCE_01  | Πολύ καλά... Έδειξες τις αναξιόπιστες προθέσεις σου. Η συμμαχία έσπασε.
RESPOND_BREAK_ALLIANCE_01  | Έχουμε μικρή ανάγκη από συμφωνίες που δεν τηρούνται.. Η συμμαχία τερματίστηκε.
RESPOND_BREAK_ALLIANCE_01  | Ας είναι. Τέρμα η συμμαχία.
