//
// Dialogue that is not race-specific
//

DIPLO_TECH_REQUEST_MENU_01   | Quel type de technologie vous intéresse ?
DECLINE_BIOWEAPONS_01      | Nous ne pouvons traiter avec quelqu'un d'assez désespéré pour utiliser des armes biologiques.
DECLINE_BIOWEAPONS_01      | Vous utilisez des armes qui causent des horreurs indicibles à des populations innocentes. Nous refusons de traiter avec une telle folie.
DECLINE_BIOWEAPONS_01      | Les dieux détestent ceux qui détruiraient les planètes avec des armes biologiques. [my_race_pluralnoun] ne peuvent pas le permettre.
DECLINE_BIOWEAPONS_01      | Les cris de ceux qui ont été tués par vos armes biologiques remplissent nos oreilles. Nous ne pouvons pas entendre votre offre.

DECLINE_TECH_TRADE_01      | Vous n'avez aucune technologie qui nous intéresse.
DECLINE_TECH_TRADE_01      | Nous n'avons pas besoin de jouets [your_race_pluralnounof]
DECLINE_TECH_TRADE_01      | Vos inventions primitives ne nous intéressent pas.
DECLINE_TECH_TRADE_01      | [my_race_pluralnoun] sont bien au-delà de votre technologie. 
DECLINE_TECH_TRADE_01      | [your_nameTitle] [your_name], nous avons peu besoin de ce que vos scientifiques nous offrent.
DECLINE_TECH_TRADE_01      | [my_nameTitle] [my_name] voit peu d'intérêt pour votre technologie.

OFFER_TECH_EXCHANGE_01     | [your_empire] a grand besoin de votre technologie [tech]. Peut-être êtes-vous prêt à l'échanger contre une partie de notre technologie.
OFFER_TECH_EXCHANGE_01     | [your_empire] sait que vous avez appris les secrets de [tech]. Pouvons-nous vous offrir une partie de notre technologie en échange ?
OFFER_TECH_EXCHANGE_01     | [your_nameTitle] [your_name] [your_empireof] souhaite le secret de la technologie [tech]. L'échangerez-vous contre une de nos avances ?
OFFER_TECH_EXCHANGE_01     | La race [your_raceadjecF] est impressionnée par les merveilles scientifiques de [tech]. Que pouvons-nous vous offrir pour son secret ?

ACCEPT_TECH_EXCHANGE_01    | Très bien. [my_nameTitle] [my_name] il accepte d'échanger les merveilleux secrets [my_race_pluraladjec] de [techGiven] contre la technologie [techReceived].
ACCEPT_FINANCIAL_AID_01    | [my_nameTitle] [my_name] accepte votre cadeau de [amt] BC.
ACCEPT_TECHNOLOGY_AID_01   | [my_nameTitle] [my_name] accepte votre cadeau de [tech].

BREAK_TRADE_01             | Les citoyens [my_race_pluraladjec] n'ont plus aucun désir pour les marchandises commerciales [your_empireof].
ANNOUNCE_TRADE_01          | À compter de [year], [my_empire] et [your_empire] conviennent d'échanger [amt] BC par an.

ANNOUNCE_PEACE_01          | Au cours de l'année [year], les empires [my_raceadjec] et [your_raceadjec] conviennent de mettre fin à toutes les hostilités.
ANNOUNCE_PEACE_01          | [my_nameTitle] [my_name] ordonne par la présente à toutes les hostilités de cesser entre nos empires.
ACCEPT_PEACE_01            | Nous convenons que le moment est venu de mettre fin à nos petites querelles.
ACCEPT_PEACE_01            | Nous acceptons votre offre de paix. Cessez le feu sur les forces [my_race_pluraladjecF] et nous arrêterons d'attaquer les vôtres.
ACCEPT_PEACE_01            | Nous nous lassons de cette destruction insensée. [my_empire] accepte votre offre de paix.

BREAK_PACT_01              | Un avertissement à [your_empire] [my_race_pluralnounof] : notre pacte de non-agression est rompu !
ANNOUNCE_PACT_01           | Au cours de l'année [year], [my_empire] s'engage à adhérer à un pacte de non-agression et à ne pas attaquer les flottes [your_race_pluraladjecF] à moins qu'elles ne soient en orbite autour de l'une de nos colonies.
ACCEPT_PACT_01             | [my_empire] accepte un pacte de non-agression. Aucune des deux parties n'attaquera les flottes de l'autre, à moins qu'elles n'entrent dans l'orbite d'une colonie adverse.
ACCEPT_PACT_01             | Si vous acceptez de ne pas envoyer de navires dans l'une de nos colonies, le peuple [my_raceadjec] jure de ne pas attaquer aucun de vos navires.
ACCEPT_PACT_01             | [my_nameTitle] [my_name] accepte votre pacte de non-agression proposé. Ainsi c'est écrit, ainsi ce sera fait !
ACCEPT_PACT_01             | C'est d'accord alors. Tant que vous n'attaquez pas nos colonies, [my_empire] respectera le Pacte de non-agression.

BREAK_ALLIANCE_01          | [my_empire] ne peut plus maintenir une alliance avec [your_empire].
ANNOUNCE_ALLIANCE_01       | En [year] [my_empire] et [your_empire] acceptent de former une alliance dans laquelle ni l'un ni l'autre n'attaquera les flottes ou les colonies de l'autre.
ANNOUNCE_ALLIANCE_01       | Ainsi notre Alliance est forgée. Vos navires peuvent visiter nos colonies à votre guise et s'approvisionner en carburant dans nos bases.
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] accueille une Alliance avec notre bon ami, [your_nameTitle] [your_name].
ACCEPT_ALLIANCE_01         | [my_empire] et [your_empire] forgent aujourd'hui une Alliance entre nos peuples. Mort à nos ennemis !
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] voit la sagesse dans une Alliance avec [your_empire]. Ainsi soit-il!

OFFER_JOINT_WAR_01         | Le moment est venu pour [your_empire] et [my_empire] de s'unir dans la guerre contre [other_race_pluralnoun].
ACCEPT_JOINT_WAR_01        | [other_empire] doit tomber avant la puissance combinée [my_empireof] et [your_empireof].
ACCEPT_JOINT_WAR_01        | Avec [my_race] et [your_race] alliés, [other_race_pluralnoun] ne dureront pas longtemps.
ACCEPT_JOINT_WAR_01        | En [year], [my_empire] et [your_empire] unissent leurs forces pour débarrasser la galaxie de la menace [other_raceadjecF].
COUNTER_JOINT_WAR_01       | Nous vous rejoindrons dans votre guerre contre [other_empire] en échange de la compensation suivante :
RESPOND_CLOSE_EMBASSY_01   | Qu'il en soit ainsi. Il n'y aura plus de discussions entre nos empires.

RESPOND_BREAK_TRADE_01     | Nous nous en souviendrons.
RESPOND_BREAK_TRADE_01     | Donc, [your_nameTitle] [your_name], vous ne pouvez pas tenir votre parole. Nous ne l'oublierons pas.

RESPOND_BREAK_PACT_01      | Nous inscrirons les paroles de vos traités rompus sur votre pierre tombale, [your_nameTitle] [your_name].
RESPOND_BREAK_PACT_01      | [your_empire] s'effondrera sous le poids de ses propres promesses non tenues.

RESPOND_BREAK_ALLIANCE_01  | Vous avez déshonoré l'accord. L'alliance est rompue.
RESPOND_BREAK_ALLIANCE_01  | Très bien. Vos intentions indignes de confiance se sont manifestées. L'alliance est rompue.
RESPOND_BREAK_ALLIANCE_01  | Nous n'avons guère besoin de traités qui ne soient pas respectés. L'alliance est rompue.
RESPOND_BREAK_ALLIANCE_01  | Qu'il en soit ainsi. L'alliance est rompue.
