//
// Dialogue that is not race-specific
//

DIPLO_TECH_REQUEST_MENU_01   | Vilken teknologi skulle vara av intresse?
ACCEPT_JOINT_WAR_01        | År [year], så förenar sig [my_empire] och [your_empire] för att befria galaxen från plågan som är [other_race].
COUNTER_JOINT_WAR_01       | Vi skulle kunna tänka oss att sluta upp med er i krig mot [other_empire], om ni skulle kunna kompensera oss med följande:
RESPOND_CLOSE_EMBASSY_01   | Låt ske. Inga fler konversationer mellan våra imperier kommer att tillämpas.

RESPOND_BREAK_TRADE_01     | Tro inte att vi kommer glömma det här.
RESPOND_BREAK_TRADE_01     | Vi märker här alltså, [your_nameTitle] [your_name], att ni kan inte hålla ert ord. Vi kommer inte glömma det här.

RESPOND_BREAK_PACT_01      | Vi kommer rista in era brutna avtal i er gravsten, [your_nameTitle] [your_name].
RESPOND_BREAK_PACT_01      | [your_empire] kommer krossas under vikten av dess brutna löften.

RESPOND_BREAK_ALLIANCE_01  | Ni har vanärat vårt avtal. Alliansen är härmed bruten.
RESPOND_BREAK_ALLIANCE_01  | Nåväl. Ni har avslöjat ert opålitliga uppsåt. Alliansen är inte mer.
RESPOND_BREAK_ALLIANCE_01  | Vi ser ingen vinning i avtal som inte hedras. Vår allians ser här sitt slut.
RESPOND_BREAK_ALLIANCE_01  | Som ni vill. Alliansen upphör här.
